student_id,age_group,gender,first_gen_student,scholarship,current_gpa,prev_gpa,attendance_rate,assignment_missed,avg_submission_delay_days,lms_login_per_week,family_income_band,hostel_resident,working_part_time,semester,gpa_change,attendance_trend,dropout_next_semester
1380.0,21-23,Female,1.0,0.0,9.13,7.0,91.1,1.0,2.2,0.0,Low,0.0,1.0,5.0,2.13,3.2,0.0
1381.0,18-20,Male,0.0,1.0,7.03,7.2,91.1,1.0,2.5,6.0,Low,1.0,0.0,3.0,-0.64,-7.3,0.0
1382.0,18-20,Male,0.0,1.0,7.24,6.86,99.3,1.0,0.7,6.4,High,1.0,1.0,3.0,0.38,15.5,1.0
1383.0,24+,Female,1.0,1.0,6.46,5.56,73.9,1.0,4.1,10.1,Low,0.0,1.0,1.0,0.9,9.5,0.0
1384.0,18-20,Female,0.0,0.0,5.93,7.67,45.1,1.0,2.5,5.3,Low,0.0,1.0,5.0,-1.74,4.8,1.0
1385.0,21-23,Female,1.0,0.0,6.95,8.47,94.4,2.0,4.1,7.0,Low,0.0,0.0,2.0,-1.52,9.1,0.0
1386.0,18-20,Female,1.0,1.0,7.09,6.54,97.6,1.0,2.7,6.2,High,1.0,0.0,4.0,0.55,10.8,0.0
1387.0,21-23,Male,0.0,1.0,8.1,8.86,96.0,5.0,1.8,4.4,Medium,1.0,0.0,2.0,-0.76,-9.8,1.0
1388.0,18-20,Male,0.0,0.0,8.88,8.07,72.9,2.0,5.9,3.3,Low,0.0,1.0,6.0,0.81,4.1,0.0
1389.0,24+,Female,0.0,1.0,8.28,6.15,56.7,0.0,1.2,6.0,Medium,0.0,1.0,3.0,2.13,-3.1,0.0
1390.0,18-20,Female,0.0,1.0,5.03,6.55,52.6,3.0,3.7,3.7,Medium,0.0,0.0,7.0,-1.52,11.5,1.0
1391.0,18-20,Male,1.0,0.0,6.83,6.89,83.5,0.0,5.3,6.4,Low,1.0,0.0,6.0,-0.55,-9.3,1.0
1392.0,18-20,Male,1.0,0.0,7.14,7.01,72.9,4.0,0.5,4.7,Low,0.0,1.0,6.0,0.13,4.5,1.0
1393.0,18-20,Female,0.0,0.0,6.4,4.76,97.4,2.0,2.4,6.0,Medium,0.0,0.0,2.0,1.64,-6.5,0.0
1394.0,21-23,Male,1.0,1.0,6.76,6.45,69.5,1.0,3.4,3.6,Low,1.0,0.0,1.0,0.31,13.2,0.0
1395.0,18-20,Female,1.0,0.0,6.83,6.65,46.7,3.0,0.8,5.7,Medium,1.0,0.0,7.0,-2.0,-1.1,1.0
1396.0,21-23,Female,0.0,1.0,7.71,9.09,53.3,1.0,3.6,5.1,High,0.0,1.0,1.0,-1.38,3.4,1.0
1397.0,18-20,Female,1.0,0.0,4.92,7.43,61.0,0.0,5.3,4.9,High,0.0,0.0,8.0,-2.51,5.5,1.0
1398.0,18-20,Female,1.0,0.0,5.23,6.4,83.7,1.0,4.0,8.4,High,0.0,0.0,4.0,-1.17,-8.7,0.0
1399.0,21-23,Male,0.0,0.0,6.83,6.76,85.6,4.0,2.5,6.0,Medium,0.0,0.0,8.0,-0.97,2.2,1.0
1400.0,21-23,Female,0.0,1.0,6.83,7.63,56.7,2.0,0.4,0.3,Medium,0.0,1.0,4.0,-0.93,11.3,1.0
1401.0,18-20,Male,1.0,0.0,5.18,6.82,0.0,4.0,2.0,5.0,Medium,1.0,0.0,6.0,-1.64,3.8,1.0
1402.0,18-20,Female,0.0,0.0,5.74,6.61,46.8,0.0,0.6,6.0,High,1.0,1.0,3.0,-0.87,-9.9,1.0
1403.0,18-20,Male,0.0,1.0,7.95,7.2,72.9,1.0,1.6,7.1,Medium,1.0,0.0,4.0,1.3,-5.0,0.0
1404.0,21-23,Male,1.0,0.0,6.69,7.68,74.4,1.0,3.5,10.4,Low,0.0,0.0,7.0,-0.99,14.1,0.0
1405.0,21-23,Female,1.0,1.0,7.23,5.82,83.7,1.0,3.0,6.0,Low,1.0,0.0,2.0,1.41,8.7,0.0
1406.0,18-20,Male,0.0,0.0,5.56,6.11,95.3,2.0,2.5,1.8,Low,1.0,0.0,4.0,-0.55,7.6,1.0
1407.0,21-23,Male,0.0,0.0,6.75,6.27,69.1,1.0,2.2,5.9,Medium,0.0,0.0,7.0,0.48,-6.1,0.0
1408.0,21-23,Female,0.0,0.0,6.66,6.1,100.0,1.0,1.5,3.4,Medium,0.0,0.0,6.0,0.56,-0.2,0.0
1409.0,21-23,Female,0.0,1.0,6.0,6.38,96.1,0.0,2.6,2.9,Medium,0.0,0.0,4.0,-0.38,-3.8,0.0
1410.0,24+,Male,0.0,0.0,6.75,8.1,69.1,1.0,5.6,6.0,Low,1.0,0.0,4.0,-1.35,-7.1,1.0
1411.0,18-20,Female,0.0,1.0,4.91,7.2,72.4,0.0,2.5,3.2,Medium,1.0,1.0,5.0,-3.33,7.3,0.0
1412.0,18-20,Male,0.0,0.0,7.24,7.47,72.9,1.0,2.4,7.4,Low,1.0,1.0,8.0,-0.23,-5.2,0.0
1413.0,18-20,Female,0.0,0.0,6.83,7.41,77.2,3.0,5.2,7.9,Low,0.0,0.0,2.0,-1.01,-7.7,1.0
1414.0,18-20,Male,0.0,0.0,6.54,6.53,72.9,0.0,0.5,7.1,Medium,0.0,0.0,6.0,0.01,8.8,0.0
1415.0,21-23,Female,0.0,1.0,7.65,5.12,74.7,6.0,2.1,3.4,Low,0.0,1.0,1.0,2.53,14.7,0.0
1416.0,24+,Male,0.0,0.0,7.23,7.34,79.4,0.0,4.8,6.0,Medium,0.0,1.0,6.0,-0.11,0.5,0.0
1417.0,18-20,Male,0.0,0.0,6.48,7.5,72.9,1.0,2.5,2.9,High,0.0,0.0,1.0,-1.02,-10.8,1.0
1418.0,18-20,Female,1.0,1.0,5.68,6.53,72.9,2.0,3.0,10.0,High,1.0,0.0,4.0,-0.85,-0.1,1.0
1419.0,18-20,Female,0.0,0.0,8.13,6.12,75.8,1.0,3.2,7.9,Medium,0.0,0.0,8.0,2.01,-8.8,0.0
1420.0,24+,Female,1.0,0.0,5.46,5.93,95.6,0.0,2.5,1.3,Low,1.0,0.0,4.0,-0.47,-3.6,0.0
1421.0,18-20,Female,1.0,0.0,7.43,7.37,47.5,2.0,3.2,6.8,Low,1.0,1.0,8.0,0.06,0.4,0.0
1422.0,21-23,Male,0.0,0.0,5.2,7.28,55.7,3.0,1.9,2.8,High,0.0,0.0,8.0,-2.08,6.5,1.0
1423.0,18-20,Female,1.0,0.0,7.72,8.39,72.9,2.0,3.2,7.1,Low,0.0,1.0,2.0,-0.67,1.5,1.0
1424.0,18-20,Male,0.0,1.0,7.81,7.2,72.9,1.0,3.5,8.3,Low,1.0,0.0,1.0,1.42,-6.0,0.0
1425.0,24+,Female,0.0,0.0,4.89,6.91,0.0,2.0,2.0,6.0,High,1.0,0.0,3.0,-2.02,12.3,1.0
1426.0,24+,Male,0.0,0.0,7.25,7.22,56.0,1.0,5.1,12.7,Medium,0.0,0.0,4.0,0.03,5.5,1.0
1427.0,18-20,Male,0.0,1.0,7.17,7.2,72.9,1.0,3.6,9.3,High,0.0,0.0,4.0,0.52,12.8,0.0
1428.0,24+,Male,0.0,0.0,7.5,7.2,90.3,2.0,1.1,3.7,Low,0.0,1.0,5.0,-0.54,0.2,0.0
1429.0,21-23,Female,0.0,1.0,7.17,8.44,53.2,2.0,0.0,6.0,Low,0.0,1.0,5.0,-1.27,3.7,1.0
1430.0,24+,Female,1.0,0.0,5.84,6.09,59.4,1.0,5.4,8.2,Medium,1.0,1.0,2.0,-0.25,-10.1,1.0
1431.0,18-20,Male,1.0,0.0,6.58,6.74,85.3,1.0,4.7,0.0,Medium,1.0,0.0,8.0,-0.16,6.6,0.0
1432.0,21-23,Male,0.0,0.0,8.46,7.2,54.1,5.0,3.1,0.0,Medium,0.0,1.0,7.0,-0.06,-8.3,1.0
1433.0,18-20,Male,0.0,0.0,5.69,7.52,90.5,3.0,0.1,7.4,Low,0.0,0.0,7.0,-1.83,-4.3,1.0
1434.0,21-23,Male,0.0,0.0,7.12,7.32,72.0,0.0,1.9,6.0,High,0.0,0.0,3.0,-0.2,-3.6,0.0
1435.0,18-20,Male,0.0,0.0,7.95,7.54,72.9,2.0,3.5,3.2,Medium,0.0,0.0,8.0,0.41,2.3,0.0
1436.0,18-20,Female,1.0,0.0,5.81,7.86,72.9,1.0,0.6,6.9,Low,1.0,0.0,3.0,-2.05,-8.0,1.0
1437.0,18-20,Male,0.0,0.0,5.38,7.59,82.4,1.0,6.3,8.9,Medium,1.0,0.0,3.0,-2.21,19.6,1.0
1438.0,21-23,Female,0.0,0.0,5.53,7.41,93.6,4.0,0.1,3.2,Low,0.0,0.0,7.0,-1.88,-9.3,1.0
1439.0,18-20,Female,1.0,0.0,7.19,7.21,83.1,2.0,0.1,7.9,Medium,1.0,1.0,7.0,-0.02,-16.0,0.0
1440.0,21-23,Female,1.0,0.0,5.53,8.55,62.4,4.0,2.9,3.1,Low,1.0,1.0,8.0,-3.02,-0.7,1.0
1441.0,24+,Male,0.0,0.0,6.66,6.93,83.4,3.0,5.0,6.0,High,0.0,1.0,6.0,-0.27,2.9,0.0
1442.0,18-20,Female,0.0,0.0,8.17,7.2,72.9,1.0,2.5,0.8,Low,0.0,0.0,8.0,0.97,10.8,0.0
1443.0,21-23,Male,0.0,1.0,6.75,8.75,92.0,1.0,0.8,6.0,Medium,0.0,1.0,6.0,-2.0,8.1,1.0
1444.0,18-20,Female,0.0,0.0,6.02,7.53,70.3,0.0,3.0,8.5,Low,1.0,0.0,8.0,-1.51,7.2,0.0
1445.0,24+,Female,0.0,0.0,6.93,7.13,58.1,1.0,5.1,9.2,Medium,1.0,0.0,2.0,-0.2,6.2,1.0
1446.0,18-20,Female,0.0,0.0,6.73,7.83,50.6,1.0,0.8,7.2,Low,0.0,1.0,6.0,-1.1,6.0,1.0
1447.0,21-23,Female,1.0,0.0,7.25,7.43,60.5,1.0,2.5,2.9,Medium,0.0,0.0,2.0,-0.18,0.8,1.0
1448.0,21-23,Male,0.0,1.0,8.42,6.46,76.0,3.0,0.9,8.4,Medium,1.0,0.0,6.0,1.96,-9.0,0.0
1449.0,24+,Male,0.0,0.0,7.2,7.2,54.4,1.0,0.4,6.7,Medium,1.0,0.0,2.0,-0.25,-8.9,0.0
1450.0,21-23,Male,0.0,0.0,8.83,6.39,47.2,1.0,1.8,6.0,Medium,0.0,1.0,7.0,2.44,-2.3,0.0
1451.0,18-20,Male,0.0,0.0,7.26,9.03,69.7,0.0,3.4,7.2,High,1.0,1.0,1.0,-1.77,-0.9,0.0
1452.0,21-23,Male,1.0,1.0,6.03,7.44,64.1,1.0,2.6,4.0,Low,1.0,1.0,8.0,-1.41,9.1,1.0
1453.0,24+,Male,0.0,1.0,9.09,6.26,68.1,1.0,1.2,6.3,Medium,0.0,0.0,4.0,2.83,1.2,0.0
1454.0,21-23,Female,0.0,0.0,6.68,6.81,70.0,0.0,2.4,4.9,Medium,1.0,1.0,1.0,-0.13,-3.3,0.0
1455.0,18-20,Female,0.0,0.0,5.75,7.96,72.9,0.0,1.9,6.4,Medium,0.0,0.0,4.0,-2.21,20.1,0.0
1456.0,24+,Male,0.0,1.0,9.12,7.2,97.9,0.0,2.1,8.3,Medium,1.0,1.0,5.0,3.01,6.2,0.0
1457.0,21-23,Female,0.0,0.0,6.83,9.92,59.4,1.0,1.5,4.2,High,0.0,1.0,4.0,-3.85,-5.5,0.0
1458.0,21-23,Female,0.0,0.0,6.03,5.74,96.8,1.0,5.2,8.2,Low,1.0,0.0,4.0,0.29,-3.1,0.0
1459.0,18-20,Female,0.0,1.0,6.25,8.13,57.6,2.0,2.0,6.2,High,0.0,0.0,7.0,-1.88,-19.7,1.0
1460.0,21-23,Female,0.0,0.0,6.96,6.71,86.5,0.0,2.5,5.6,Medium,0.0,1.0,4.0,0.25,14.9,0.0
1461.0,18-20,Male,0.0,0.0,7.73,6.39,82.5,1.0,3.5,5.6,Medium,0.0,1.0,3.0,1.34,8.5,0.0
1462.0,21-23,Female,1.0,0.0,4.15,7.74,47.9,4.0,3.6,0.0,High,0.0,0.0,6.0,-3.59,7.4,1.0
1463.0,18-20,Male,1.0,1.0,7.73,6.75,72.9,1.0,4.2,5.5,Low,1.0,1.0,8.0,0.98,-4.1,0.0
1464.0,21-23,Male,1.0,0.0,6.25,8.79,94.6,3.0,3.2,5.7,Low,0.0,0.0,1.0,-2.54,13.6,1.0
1465.0,24+,Female,1.0,1.0,6.39,5.8,96.2,1.0,1.7,6.0,Low,0.0,0.0,7.0,0.59,2.2,0.0
1466.0,18-20,Male,0.0,0.0,8.52,7.76,72.9,2.0,3.5,8.5,Low,1.0,1.0,7.0,0.76,-15.2,0.0
1467.0,24+,Male,1.0,1.0,7.01,6.92,88.3,1.0,4.2,6.0,Low,0.0,0.0,1.0,0.09,-1.2,0.0
1468.0,18-20,Male,0.0,1.0,7.25,7.5,48.9,1.0,3.5,10.9,Low,0.0,1.0,1.0,-0.25,-5.0,0.0
1469.0,24+,Male,0.0,0.0,6.75,7.71,53.9,1.0,0.5,6.8,Low,0.0,0.0,4.0,-0.96,-4.9,1.0
1470.0,21-23,Female,0.0,0.0,7.56,5.47,59.4,1.0,4.1,13.1,High,0.0,0.0,1.0,2.09,-14.3,0.0
1471.0,21-23,Female,0.0,0.0,8.42,7.43,74.2,2.0,2.5,7.5,Low,0.0,0.0,4.0,0.99,2.4,0.0
1472.0,21-23,Male,1.0,0.0,4.32,8.29,66.2,3.0,4.2,2.0,Medium,1.0,0.0,5.0,-3.97,-10.2,1.0
1473.0,24+,Female,0.0,0.0,7.88,7.67,81.1,2.0,1.9,4.4,High,1.0,0.0,3.0,0.21,9.0,0.0
1474.0,18-20,Male,0.0,1.0,8.35,6.83,69.5,1.0,1.0,1.2,Medium,0.0,0.0,1.0,1.52,-8.4,0.0
1475.0,18-20,Female,0.0,0.0,7.3,5.79,87.6,1.0,2.4,9.5,Low,0.0,1.0,4.0,1.51,-7.7,0.0
1476.0,21-23,Male,0.0,0.0,6.83,7.71,84.2,2.0,4.4,6.7,Medium,1.0,0.0,6.0,-1.59,-9.4,0.0
1477.0,21-23,Male,0.0,0.0,5.65,9.08,86.1,1.0,0.4,4.5,High,0.0,1.0,3.0,-3.43,7.8,0.0
1478.0,21-23,Male,0.0,0.0,9.16,7.86,90.6,2.0,2.6,6.5,Medium,0.0,0.0,3.0,1.3,-0.1,0.0
1479.0,21-23,Male,0.0,0.0,5.9,8.36,90.9,1.0,1.5,5.4,Medium,0.0,0.0,2.0,-2.46,-0.8,0.0
1480.0,18-20,Male,1.0,1.0,8.32,7.2,87.9,2.0,0.3,3.4,Low,0.0,0.0,3.0,0.19,-1.2,0.0
1481.0,21-23,Female,0.0,0.0,7.19,6.81,48.6,1.0,4.7,12.6,Low,1.0,1.0,5.0,0.38,8.0,0.0
1482.0,18-20,Male,0.0,1.0,6.83,7.29,72.9,2.0,3.0,6.5,Medium,0.0,1.0,7.0,1.56,12.0,0.0
1483.0,21-23,Female,1.0,1.0,6.48,8.07,46.1,2.0,0.3,6.3,Medium,1.0,0.0,7.0,-1.59,-2.3,1.0
1484.0,18-20,Female,1.0,1.0,5.19,5.62,72.9,2.0,3.8,5.7,Low,1.0,0.0,3.0,-0.43,-12.7,1.0
1485.0,18-20,Male,0.0,0.0,6.8,7.85,48.4,1.0,1.3,2.5,Medium,0.0,0.0,7.0,-1.05,5.0,1.0
1486.0,18-20,Male,0.0,0.0,5.31,8.46,99.1,2.0,3.3,0.8,High,1.0,0.0,2.0,-3.15,3.9,1.0
1487.0,18-20,Female,1.0,0.0,9.48,7.15,78.8,2.0,3.4,6.0,Low,0.0,1.0,7.0,2.33,-8.7,0.0
1488.0,21-23,Male,0.0,0.0,7.43,8.01,55.0,0.0,3.8,4.6,Medium,0.0,0.0,2.0,-0.58,-21.5,1.0
1489.0,18-20,Male,0.0,1.0,7.58,6.65,70.8,3.0,4.3,6.0,Low,0.0,1.0,1.0,0.93,-6.8,1.0
1490.0,18-20,Female,0.0,0.0,7.58,7.24,90.5,0.0,2.1,1.6,Low,0.0,0.0,1.0,0.34,15.7,0.0
1491.0,18-20,Female,1.0,0.0,6.11,6.93,54.9,0.0,2.0,7.8,Low,0.0,1.0,5.0,-0.82,-10.9,1.0
1492.0,18-20,Female,1.0,0.0,6.67,7.66,74.5,0.0,5.2,8.1,Medium,0.0,1.0,6.0,-0.99,1.6,1.0
1493.0,18-20,Female,1.0,0.0,6.91,7.1,45.2,1.0,0.7,4.6,Medium,1.0,1.0,7.0,-0.19,11.2,0.0
1494.0,18-20,Female,0.0,0.0,8.74,5.52,72.9,2.0,3.5,9.4,Low,1.0,0.0,2.0,3.22,-8.8,0.0
1495.0,21-23,Female,0.0,0.0,5.64,6.48,55.7,2.0,1.2,6.0,High,1.0,0.0,6.0,-0.84,-1.5,1.0
1496.0,21-23,Male,0.0,1.0,6.07,9.14,66.3,4.0,2.6,0.0,Low,0.0,0.0,5.0,-3.07,1.0,1.0
1497.0,21-23,Female,1.0,0.0,6.44,7.77,74.2,3.0,6.0,1.0,Low,1.0,0.0,8.0,-1.33,7.2,1.0
1498.0,18-20,Female,1.0,0.0,6.13,5.1,53.0,2.0,0.0,7.6,Low,0.0,0.0,2.0,1.03,-6.1,0.0
1499.0,18-20,Male,0.0,0.0,5.34,8.41,96.0,2.0,0.4,6.7,High,1.0,1.0,3.0,-3.07,-11.6,0.0
1500.0,24+,Male,1.0,0.0,9.905566393473796,6.05,70.8,2.0,5.3,8.5,Medium,0.0,0.0,8.0,-1.95,9.9,1.0
1501.0,21-23,Male,0.0,0.0,4.97,8.09,57.7,0.0,3.0,0.7,Low,1.0,1.0,7.0,-3.12,-0.3,1.0
1502.0,18-20,Male,0.0,1.0,7.9,8.49,85.4,1.0,1.1,5.2,Medium,1.0,0.0,1.0,-0.59,-10.3,0.0
1503.0,18-20,Female,1.0,0.0,6.79,7.3,72.9,0.0,2.2,9.1,Medium,1.0,1.0,4.0,-0.51,6.0,0.0
1504.0,18-20,Male,0.0,0.0,6.83,6.2,95.2,1.0,2.1,2.7,Low,1.0,1.0,8.0,1.44,4.3,0.0
1505.0,18-20,Female,0.0,1.0,6.22,6.48,68.7,1.0,1.9,10.3,High,1.0,1.0,1.0,-0.26,14.6,0.0
1506.0,18-20,Male,0.0,1.0,6.7,7.83,64.8,4.0,5.2,0.0,High,0.0,0.0,1.0,-1.13,-9.9,1.0
1507.0,21-23,Male,1.0,0.0,8.41,6.06,96.1,4.0,0.7,0.9,High,0.0,0.0,1.0,2.35,-5.5,1.0
1508.0,21-23,Male,1.0,0.0,8.35,7.2,47.9,1.0,2.1,3.4,Medium,0.0,0.0,5.0,1.73,2.9,0.0
1509.0,21-23,Male,1.0,1.0,7.74,7.2,86.3,2.0,0.3,6.0,Medium,0.0,0.0,4.0,0.03,11.8,0.0
1510.0,21-23,Female,1.0,0.0,7.0,6.55,54.8,0.0,2.1,10.2,Low,0.0,0.0,6.0,0.45,12.4,1.0
1511.0,21-23,Male,0.0,0.0,7.32,8.62,70.6,2.0,1.2,4.0,Low,0.0,0.0,6.0,-1.3,7.7,0.0
1512.0,21-23,Male,0.0,0.0,7.17,6.16,97.5,0.0,3.1,6.7,Low,0.0,0.0,7.0,1.01,-5.6,0.0
1513.0,24+,Female,1.0,0.0,6.63,3.91,77.0,1.0,2.2,9.8,Low,1.0,0.0,5.0,2.72,-5.6,0.0
1514.0,18-20,Female,0.0,0.0,6.4,6.42,72.9,2.0,3.7,7.8,Low,0.0,0.0,3.0,-0.02,2.5,0.0
1515.0,18-20,Female,1.0,0.0,6.83,7.51,48.4,2.0,5.2,12.4,Low,0.0,0.0,8.0,0.41,-16.9,1.0
1516.0,18-20,Male,1.0,0.0,5.5,8.06,72.9,1.0,0.2,4.1,Low,0.0,0.0,5.0,-2.56,12.9,1.0
1517.0,21-23,Female,1.0,1.0,8.29,6.79,45.2,6.0,2.8,6.0,Medium,0.0,0.0,7.0,1.5,5.5,0.0
1518.0,24+,Female,0.0,0.0,6.52,6.92,93.1,0.0,0.7,3.7,Low,0.0,1.0,4.0,-0.4,14.3,0.0
1519.0,18-20,Female,0.0,0.0,5.49,7.17,80.5,0.0,2.6,7.1,Medium,1.0,1.0,4.0,-1.68,-7.9,0.0
1520.0,24+,Male,1.0,0.0,6.25,8.94,51.5,4.0,3.6,6.2,Medium,0.0,1.0,3.0,-2.69,-6.9,1.0
1521.0,18-20,Male,1.0,1.0,5.93,7.58,72.9,5.0,1.8,7.1,High,0.0,1.0,3.0,-1.65,12.8,1.0
1522.0,24+,Female,1.0,0.0,6.22,6.71,89.6,1.0,2.5,2.7,Medium,1.0,1.0,1.0,-0.49,-2.1,1.0
1523.0,18-20,Male,0.0,1.0,6.21,9.25,52.7,1.0,3.1,4.4,Medium,1.0,0.0,2.0,-3.04,5.8,1.0
1524.0,18-20,Male,0.0,0.0,6.17,7.21,72.9,1.0,3.7,3.2,Medium,0.0,0.0,2.0,-1.04,-17.1,1.0
1525.0,18-20,Male,1.0,0.0,6.49,5.12,74.8,3.0,0.1,6.0,Medium,1.0,0.0,4.0,1.37,-3.8,0.0
1526.0,18-20,Male,1.0,1.0,6.74,7.2,53.0,1.0,4.7,5.7,Medium,1.0,0.0,2.0,0.93,-0.9,0.0
1527.0,18-20,Male,1.0,1.0,7.56,7.76,66.0,0.0,1.9,6.0,Medium,0.0,0.0,4.0,-0.2,4.4,0.0
1528.0,18-20,Female,0.0,0.0,6.56,5.42,99.0,2.0,2.5,0.0,High,1.0,0.0,2.0,1.14,2.7,0.0
1529.0,21-23,Female,1.0,0.0,7.13,7.7,74.9,1.0,0.7,6.0,High,0.0,1.0,8.0,-0.57,2.2,0.0
1530.0,21-23,Female,0.0,0.0,6.81,6.42,83.6,1.0,0.0,6.0,Medium,1.0,1.0,6.0,0.39,2.7,0.0
1531.0,18-20,Female,1.0,0.0,7.34,8.38,81.5,0.0,1.4,6.0,High,0.0,0.0,6.0,-1.04,2.4,0.0
1532.0,21-23,Male,0.0,0.0,6.85,7.37,56.6,2.0,0.8,6.4,Medium,1.0,0.0,1.0,-0.52,-5.0,1.0
1533.0,21-23,Female,0.0,0.0,6.15,5.56,0.0,3.0,2.5,11.3,Low,0.0,0.0,5.0,0.59,-3.6,0.0
1534.0,18-20,Male,1.0,1.0,5.88,8.11,51.7,2.0,0.8,0.0,Low,0.0,0.0,8.0,-2.23,9.4,1.0
1535.0,18-20,Male,0.0,1.0,7.01,8.56,95.7,2.0,2.5,0.4,High,0.0,1.0,3.0,-1.55,-0.7,0.0
1536.0,18-20,Male,0.0,0.0,8.07,5.92,72.9,1.0,5.3,6.0,Medium,0.0,0.0,3.0,2.15,-5.9,1.0
1537.0,18-20,Male,0.0,0.0,6.57,6.4,97.5,3.0,2.8,4.6,Low,0.0,0.0,6.0,0.17,8.4,0.0
1538.0,21-23,Male,1.0,1.0,6.1,7.7,88.9,0.0,1.3,3.7,Medium,0.0,0.0,5.0,-1.6,-3.3,0.0
1539.0,18-20,Female,0.0,0.0,6.54,7.88,54.4,0.0,0.4,4.7,Medium,0.0,1.0,4.0,-1.34,6.3,1.0
1540.0,21-23,Male,0.0,0.0,6.24,9.55,53.8,1.0,0.1,8.2,High,0.0,1.0,3.0,-3.31,-5.6,1.0
1541.0,21-23,Female,1.0,0.0,6.13,8.09,49.6,1.0,2.0,4.7,Medium,1.0,1.0,6.0,-1.96,-13.0,1.0
1542.0,18-20,Male,0.0,0.0,5.36,9.6,72.9,0.0,2.1,8.1,High,0.0,1.0,7.0,-4.24,-2.9,1.0
1543.0,21-23,Male,0.0,0.0,6.83,7.22,100.0,0.0,3.6,9.7,Low,0.0,0.0,1.0,-0.66,-6.7,1.0
1544.0,18-20,Male,0.0,1.0,7.04,7.58,73.6,1.0,1.8,6.0,Medium,1.0,0.0,2.0,-0.54,-2.1,0.0
1545.0,24+,Male,1.0,0.0,5.72,6.63,78.7,0.0,5.3,0.0,Medium,0.0,0.0,4.0,-0.91,-2.7,1.0
1546.0,18-20,Female,0.0,0.0,5.92,6.68,46.7,1.0,0.1,4.7,High,1.0,1.0,1.0,-0.76,2.5,1.0
1547.0,21-23,Female,1.0,0.0,5.85,7.35,49.4,2.0,2.5,9.9,Medium,0.0,0.0,3.0,-1.5,-1.7,1.0
1548.0,21-23,Female,0.0,1.0,5.41,6.62,83.1,2.0,3.3,11.0,High,0.0,1.0,3.0,-1.21,0.2,0.0
1549.0,18-20,Male,1.0,1.0,5.84,4.64,72.9,0.0,1.5,6.9,Medium,0.0,0.0,6.0,1.2,-13.3,0.0
1550.0,21-23,Male,1.0,0.0,6.6,6.53,64.8,0.0,1.4,8.4,Medium,1.0,1.0,6.0,0.07,14.0,0.0
1551.0,24+,Female,0.0,1.0,5.46,8.28,54.2,1.0,0.9,7.9,Low,0.0,0.0,8.0,-2.82,12.9,1.0
1552.0,21-23,Female,0.0,0.0,6.66,7.27,62.0,3.0,2.5,4.0,High,1.0,1.0,1.0,-0.61,5.9,1.0
1553.0,21-23,Female,1.0,0.0,6.1,7.28,100.0,0.0,1.7,6.4,High,1.0,0.0,5.0,-1.18,3.7,0.0
1554.0,24+,Female,0.0,0.0,5.87,6.44,79.7,1.0,1.2,7.1,Medium,1.0,0.0,5.0,-0.57,1.1,0.0
1555.0,18-20,Male,1.0,0.0,7.18,7.53,67.5,2.0,0.2,6.0,Low,1.0,0.0,7.0,-0.35,-14.0,0.0
1556.0,18-20,Female,0.0,0.0,6.16,8.86,94.3,1.0,3.1,5.5,Low,0.0,0.0,7.0,-2.7,16.5,0.0
1557.0,21-23,Male,1.0,0.0,6.33,8.6,67.1,4.0,2.4,2.5,Low,0.0,0.0,5.0,-2.27,-8.2,1.0
1558.0,18-20,Male,0.0,0.0,8.1,7.57,55.0,0.0,1.2,6.0,Medium,0.0,0.0,4.0,0.53,-4.4,0.0
1559.0,21-23,Male,1.0,0.0,5.88,6.35,58.7,0.0,2.5,5.4,Medium,0.0,0.0,2.0,-0.47,5.7,0.0
1560.0,24+,Female,0.0,0.0,9.816798511192106,8.97,70.6,4.0,4.7,3.7,Medium,0.0,0.0,1.0,-0.6,16.3,1.0
1561.0,18-20,Female,0.0,0.0,6.83,8.26,88.0,1.0,0.9,6.0,Medium,1.0,1.0,7.0,-1.81,5.9,0.0
1562.0,18-20,Female,0.0,0.0,5.66,5.72,92.8,1.0,4.4,9.3,High,0.0,1.0,2.0,-0.06,1.5,0.0
1563.0,21-23,Male,0.0,0.0,6.25,5.44,55.2,1.0,5.2,0.0,Medium,1.0,0.0,6.0,0.81,-2.9,1.0
1564.0,18-20,Male,0.0,1.0,6.87,5.77,45.2,1.0,3.1,9.8,Medium,0.0,0.0,1.0,1.1,6.5,0.0
1565.0,21-23,Female,0.0,1.0,8.05,6.71,92.8,1.0,1.7,6.9,Low,0.0,1.0,8.0,1.34,-2.0,0.0
1566.0,18-20,Male,1.0,0.0,7.6,8.1,57.6,2.0,2.1,6.3,High,0.0,0.0,3.0,-0.5,-6.9,0.0
1567.0,21-23,Female,0.0,0.0,6.86,8.08,90.2,3.0,4.0,7.5,High,0.0,0.0,3.0,-1.22,-12.8,1.0
1568.0,18-20,Male,1.0,0.0,8.06,7.54,72.9,0.0,1.8,0.8,Low,1.0,0.0,6.0,0.52,5.0,0.0
1569.0,21-23,Male,0.0,1.0,4.92,7.06,67.2,2.0,7.3,4.6,Low,1.0,0.0,6.0,-2.14,7.8,1.0
1570.0,18-20,Male,0.0,0.0,7.05,9.57,53.1,1.0,0.9,8.0,Medium,1.0,0.0,2.0,-2.52,-5.4,1.0
1571.0,21-23,Male,0.0,1.0,7.11,7.23,82.0,3.0,3.9,7.6,Low,0.0,0.0,3.0,-0.12,7.2,0.0
