student_id,age_group,gender,first_gen_student,scholarship,current_gpa,prev_gpa,attendance_rate,assignment_missed,avg_submission_delay_days,lms_login_per_week,family_income_band,hostel_resident,working_part_time,semester,gpa_change,attendance_trend,dropout_next_semester
1791,18-20,Female,0,1,5.81,9.16,96.6,1,1.5,12.6,High,0,0,8,-3.35,6.1,0
1792,21-23,Female,0,0,6.96,7.1,69.0,0,5.2,4.9,Low,1,1,4,-0.14,8.4,0
1793,21-23,Female,0,0,6.79,6.71,98.6,2,6.9,1.3,Low,1,1,1,0.08,-11.4,0
1794,21-23,M,0,0,7.11,7.53,82.3,0,,6.4,Medium,0,0,2,-0.42,-0.4,0
1795,18-20,Female,1,0,6.93,7.68,,1,3.6,12.0,Medium,1,1,5,-0.75,5.3,1
1796,18-20,Male,1,1,6.79,6.46,,1,0.6,6.6,High,0,0,7,0.33,-2.9,0
1797,21-23,Male,1,1,9.796983816113812,7.04,81.1,2,6.6,,High,0,0,5,-0.37,1.6,1
1798,18-20,Female,0,0,7.91,6.75,,0,3.1,7.5,High,0,0,8,1.16,-17.1,0
1799,18-20,Female,1,0,5.94,7.34,,1,2.6,2.1,Medium,0,1,8,-1.4,8.5,1
1800,18-20,Male,0,1,6.63,8.0,,3,4.4,3.1,Medium,1,0,7,-1.37,-5.3,1
1801,24+,Male,1,0,7.88,6.93,60.2,2,0.7,,Low,0,0,4,0.95,3.9,0
1802,21-23,Male,0,0,,7.77,88.3,0,,5.2,Low,0,0,7,-1.78,-3.6,0
1803,18-20,Male,0,0,6.04,5.81,58.3,1,,9.0,High,0,1,8,0.23,-17.0,0
1804,18-20,Female,0,0,7.53,8.09,83.6,0,2.6,3.7,Low,1,1,3,-0.56,-13.7,0
1805,18-20,Male,0,0,5.38,6.75,92.8,1,3.2,0.0,Medium,1,0,1,-1.37,-0.9,1
1806,21-23,Female,1,0,7.46,6.73,66.5,1,3.4,,Medium,0,0,2,0.73,1.4,0
1807,21-23,Female,1,0,6.31,7.6,45.4,2,5.2,0.0,Medium,0,0,2,-1.29,4.1,0
1808,18-20,Male,0,1,7.21,7.65,52.8,2,0.2,10.0,Medium,1,0,8,-0.44,-2.4,0
1809,18-20,F,1,0,5.58,7.09,62.2,0,3.6,,Medium,1,1,1,-1.51,-14.1,1
1810,18-20,Male,0,0,7.99,6.31,,1,2.8,0.0,Medium,1,0,3,1.68,-10.9,1
1811,21-23,Male,0,0,5.58,6.72,60.9,3,2.0,3.1,Medium,0,1,8,-1.14,-4.9,1
1812,21-23,Male,1,1,,7.3,74.9,0,0.0,6.0,Medium,0,1,8,0.22,-1.2,0
1813,18-20,Female,1,0,5.62,7.69,46.2,1,,0.0,Low,1,1,5,-2.07,5.1,1
1814,18-20,Female,0,0,8.61,6.38,,1,0.6,7.7,Low,1,0,6,2.23,-1.8,0
1815,18-20,Male,0,1,6.73,6.56,,1,0.9,7.4,High,0,0,8,0.17,-7.3,0
1816,24+,Female,0,0,8.75,7.46,73.7,0,2.1,6.0,Medium,1,0,6,1.29,-8.5,0
1817,18-20,Female,1,0,5.98,7.12,96.5,2,3.7,7.5,High,1,0,3,-1.14,2.2,0
1818,21-23,Female,1,1,6.36,7.35,45.2,4,1.1,,Low,1,0,6,-0.99,2.0,1
1819,21-23,Female,0,0,8.01,4.59,45.0,1,1.2,,Low,0,0,5,3.42,-3.3,0
1820,18-20,Female,1,0,5.37,6.91,85.7,1,2.4,4.1,Low,0,0,7,-1.54,-4.4,0
1821,18-20,Male,0,0,6.1,8.05,71.2,0,4.9,,High,1,0,8,-1.95,-1.9,0
1822,18-20,Female,0,1,7.3,6.58,,1,,12.0,Low,1,1,1,0.72,14.3,0
1823,21-23,Female,1,0,5.78,7.69,88.3,1,0.2,3.7,Low,1,0,6,-1.91,-7.2,0
1824,21-23,Male,0,1,7.32,,72.7,2,0.7,8.3,High,0,1,7,1.33,-12.9,0
1825,21-23,Female,0,1,6.97,5.64,100.0,3,1.1,,Low,1,0,1,1.33,-3.3,0
1826,21-23,Female,1,0,5.29,7.62,89.6,3,2.6,5.9,Medium,1,1,1,-2.33,2.4,1
1827,18-20,Female,0,1,7.77,7.15,,0,,5.8,High,0,1,4,0.62,-5.7,0
1828,24+,Male,0,0,5.54,6.86,60.2,1,3.0,0.0,Medium,1,0,8,-1.32,7.0,1
1829,21-23,Female,1,0,,8.05,82.1,2,2.7,,High,1,0,5,-0.48,-11.9,0
1830,18-20,Female,1,0,6.93,6.89,80.4,1,4.5,3.9,Low,0,0,5,0.04,-2.1,0
1831,24+,Male,1,0,6.34,6.57,92.1,1,2.2,0.8,Low,0,0,2,-0.23,-0.8,0
1832,21-23,Male,0,0,5.69,6.46,92.8,1,3.7,,Medium,0,1,1,-0.77,1.8,0
1833,21-23,Female,0,0,7.13,6.25,59.8,2,2.6,9.2,High,0,0,5,0.88,-0.5,0
1834,21-23,Male,1,0,5.93,7.67,93.4,3,2.9,6.0,Medium,0,1,1,-1.74,-2.6,1
1835,21-23,Male,0,0,8.01,6.89,95.9,0,2.8,0.0,Medium,1,1,6,1.12,-7.1,0
1836,21-23,Male,0,1,8.04,,51.0,0,0.5,12.4,Low,0,0,5,-0.3,0.6,0
1837,18-20,Female,0,0,8.44,4.25,,2,2.3,5.8,High,0,1,2,4.19,-11.0,0
1838,18-20,Female,0,1,7.08,8.12,69.0,1,1.2,6.7,Medium,1,0,2,-1.04,-11.6,0
1839,24+,Male,0,1,6.4,7.56,67.1,2,0.8,7.0,Medium,1,0,7,-1.16,-8.2,0
1840,18-20,Male,1,0,6.5,7.11,83.8,2,3.3,8.5,Medium,0,1,2,-0.61,-5.5,0
1841,18-20,Male,1,0,6.43,5.91,100.0,1,3.5,,Medium,1,0,2,0.52,0.7,0
1842,18-20,Male,0,0,7.05,5.54,90.1,2,1.2,0.0,Low,0,0,3,1.51,13.5,0
1843,18-20,Female,1,1,7.24,7.95,46.5,0,3.9,9.2,High,0,0,6,-0.71,-0.0,1
1844,21-23,Male,1,0,8.03,7.44,76.8,2,1.6,7.0,Medium,0,0,2,0.59,1.2,0
1845,24+,Female,1,0,6.82,7.42,57.4,1,4.3,,Medium,0,0,7,-0.6,-3.0,1
1846,18-20,Male,0,0,5.4,7.1,81.7,1,6.9,,Medium,0,1,4,-1.7,3.2,1
1847,18-20,Female,0,0,6.39,8.05,,3,,2.8,High,0,1,7,-1.66,-3.3,1
1848,18-20,Female,0,0,8.36,,100.0,3,2.3,6.1,High,0,0,5,1.75,-8.1,0
1849,24+,Male,0,0,5.24,6.86,92.4,1,1.1,8.5,Low,0,1,7,-1.62,-5.1,0
1850,21-23,Female,0,0,7.54,7.02,63.5,5,2.9,9.2,Low,1,0,3,0.52,-3.9,1
1851,18-20,F,0,1,6.41,6.99,74.1,3,0.5,0.0,Medium,0,0,8,-0.58,9.3,1
1852,21-23,Female,0,1,5.92,8.54,62.5,1,2.0,5.7,Low,0,0,2,-2.62,1.5,1
1853,24+,Male,0,0,7.2,5.95,85.1,0,,9.7,Low,0,0,5,1.25,10.0,0
1854,21-23,Female,0,1,8.36,5.25,68.2,1,4.2,9.1,High,0,1,7,3.11,-2.6,0
1855,24+,M,0,1,9.58040596414472,5.75,51.3,2,1.4,1.4,Medium,0,1,7,1.39,3.6,1
1856,18-20,Male,1,0,6.54,7.88,81.3,1,2.4,3.2,Medium,0,1,4,-1.34,1.8,0
1857,21-23,Male,0,0,5.5,7.1,45.6,2,0.9,,Low,0,1,4,-1.6,-9.9,1
1858,18-20,Female,1,1,6.7,5.6,61.4,2,1.8,5.7,Low,1,0,7,1.1,3.6,0
1859,21-23,Female,1,0,5.47,7.3,94.9,0,1.8,5.3,Low,0,0,6,-1.83,-4.1,0
1860,21-23,Male,1,1,6.49,6.88,50.2,2,0.7,6.1,Low,1,0,3,-0.39,4.1,0
1861,21-23,Male,1,0,6.74,7.76,72.7,2,1.9,5.3,Low,1,0,1,-1.02,13.8,0
1862,21-23,Female,1,0,4.44,,88.7,3,2.5,,Medium,0,0,4,-3.55,-4.3,1
1863,18-20,Female,0,0,8.19,9.72,94.7,1,0.2,7.8,High,0,0,1,-1.53,-2.8,0
1864,21-23,Male,1,0,5.56,6.02,75.8,0,0.8,8.4,High,0,0,7,-0.46,4.9,0
1865,24+,Male,1,0,6.61,5.34,100.0,1,4.0,,Low,1,0,7,1.27,2.8,0
1866,24+,Female,1,0,7.33,7.79,96.7,1,2.4,9.9,Low,1,1,7,-0.46,-8.4,0
1867,18-20,Female,0,0,8.11,8.19,,1,2.6,4.3,Medium,0,0,7,-0.08,12.8,0
1868,18-20,Male,0,0,6.01,5.92,0.0,3,4.5,6.2,Medium,0,0,6,0.09,-9.7,0
1869,18-20,F,1,0,4.29,5.93,,3,3.4,5.4,High,0,0,4,-1.64,-0.2,1
1870,21-23,Female,1,1,7.88,7.54,47.6,1,2.3,1.6,High,0,1,5,0.34,9.7,1
1871,21-23,Female,1,0,5.55,8.91,55.5,3,3.2,7.7,High,0,0,7,-3.36,-3.8,1
1872,18-20,Female,0,1,7.16,6.32,87.8,2,2.2,9.4,Low,1,0,7,0.84,7.3,0
1873,21-23,Male,0,1,7.22,7.29,51.0,1,1.8,8.5,Low,0,0,2,-0.07,-6.1,0
1874,21-23,Male,0,0,3.55,5.3,52.1,2,2.7,6.8,Medium,0,0,4,-1.75,-1.1,1
1875,21-23,Female,0,0,5.19,7.0,55.8,2,2.6,1.4,Medium,0,1,1,-1.81,-5.5,1
1876,21-23,Female,0,1,,7.09,66.7,0,,,High,1,1,5,-0.75,8.3,0
1877,21-23,Female,0,1,4.22,8.67,55.4,2,4.0,0.0,Low,0,0,7,-4.45,3.4,0
1878,21-23,Female,0,0,5.46,6.49,94.7,0,0.9,5.7,Medium,0,1,4,-1.03,-3.6,1
1879,18-20,Male,0,1,6.92,7.89,59.2,1,1.9,6.4,Low,1,0,2,-0.97,-3.2,1
1880,21-23,Female,0,0,6.71,6.43,95.6,0,4.2,9.8,Low,0,0,1,0.28,8.2,0
1881,21-23,F,1,0,7.1,7.29,99.2,2,4.7,6.3,Low,1,0,6,-0.19,6.4,0
1882,24+,Male,1,0,7.25,9.28,86.5,3,4.4,5.5,Low,1,0,2,-2.03,-9.9,1
1883,21-23,Male,1,0,5.12,8.99,45.4,4,,6.0,Medium,0,0,1,-3.87,0.6,1
1884,21-23,Female,0,1,5.52,,58.2,2,,8.4,Medium,0,0,6,-3.64,-15.0,1
1885,18-20,Male,1,1,7.56,7.6,59.7,3,,,Low,0,0,5,-0.04,10.2,1
1886,18-20,Male,0,0,8.32,6.99,74.9,0,,,High,1,1,7,1.33,12.3,0
1887,18-20,Female,1,0,5.83,7.48,,1,1.2,8.0,High,1,0,5,-1.65,-7.6,1
1888,18-20,Female,1,0,,7.67,49.2,0,1.9,,High,1,0,7,-0.61,11.3,1
1889,21-23,Male,0,0,7.61,7.59,54.7,0,1.4,3.6,Low,1,0,8,0.02,-9.7,0
1890,24+,Female,1,0,7.04,6.49,63.0,2,2.8,10.3,Low,1,0,7,0.55,1.1,0
1891,18-20,F,0,0,6.55,6.45,,1,3.0,8.0,Medium,0,0,6,0.1,2.4,0
1892,18-20,Male,0,0,6.16,6.6,55.7,2,2.3,,Medium,0,0,3,-0.44,-9.8,1
1893,21-23,Male,1,0,8.79,8.27,54.2,2,5.0,8.2,Low,0,0,5,0.52,-3.5,0
1894,18-20,Female,0,1,6.9,8.38,87.5,2,2.3,9.5,High,0,1,4,-1.48,3.1,0
1895,21-23,Female,0,1,7.19,,54.3,0,1.3,,Low,0,1,7,-2.81,-15.7,1
1896,21-23,Male,1,0,7.12,7.63,88.5,2,0.2,,Low,0,0,7,-0.51,15.1,0
1897,21-23,Male,0,0,5.99,6.41,73.0,3,,5.8,Low,0,0,6,-0.42,0.5,0
1898,18-20,Female,1,0,6.85,6.72,86.7,2,2.0,6.0,Low,1,0,6,0.13,-10.9,0
1899,18-20,Male,1,0,6.48,,69.8,1,5.7,0.0,Medium,0,1,8,-0.56,-8.8,1
1900,21-23,Male,0,1,6.46,8.71,0.0,2,3.5,4.7,Low,0,0,5,-2.25,8.0,0
1901,21-23,F,0,0,7.12,7.93,60.2,1,2.8,7.9,Medium,1,0,4,-0.81,5.4,1
1902,18-20,Female,0,0,5.88,5.85,,1,0.3,6.3,Medium,0,1,2,0.03,3.5,0
1903,21-23,Female,0,0,5.6,7.14,54.0,1,3.4,8.3,Medium,0,1,5,-1.54,-6.0,1
1904,18-20,Female,0,1,7.3,,,1,1.9,9.2,Medium,1,1,1,1.57,0.5,0
1905,21-23,Male,0,0,6.27,7.79,46.6,0,,,High,1,0,6,-1.52,0.3,1
1906,18-20,Female,0,0,6.45,6.49,70.2,2,3.5,3.7,High,1,1,7,-0.04,1.9,0
1907,24+,F,0,1,4.87,6.59,68.2,1,1.6,9.9,Medium,1,0,5,-1.72,10.0,0
1908,18-20,Male,1,0,,5.32,79.3,5,3.1,,Low,0,0,5,2.44,10.4,0
1909,18-20,Male,1,0,7.32,7.96,69.3,0,,6.6,Low,1,1,6,-0.64,-7.4,1
1910,18-20,Male,1,0,7.51,8.41,,4,5.0,7.0,High,0,0,2,-0.9,-2.9,1
1911,18-20,M,0,1,7.19,6.51,92.4,2,4.3,5.6,Medium,0,0,3,0.68,6.9,0
1912,24+,Male,0,1,9.901994533823078,7.04,52.8,1,7.3,,Low,0,0,1,-1.76,2.8,1
1913,24+,Female,1,0,7.03,6.72,58.4,2,6.4,8.5,High,0,0,7,0.31,26.3,1
1914,18-20,Male,0,0,6.19,6.98,89.2,1,5.5,0.0,Medium,0,1,5,-0.79,4.5,1
1915,18-20,Female,0,0,5.84,6.38,57.5,0,0.4,6.9,Low,1,0,1,-0.54,5.5,1
1916,21-23,Male,1,0,7.3,6.1,94.8,0,0.1,1.6,High,0,0,6,1.2,6.5,0
1917,24+,Female,0,0,8.46,8.57,74.7,1,0.0,6.5,Medium,1,0,7,-0.11,-4.5,0
1918,21-23,Female,0,0,8.29,4.56,49.5,1,4.2,7.4,Medium,1,0,6,3.73,0.6,0
1919,18-20,Male,1,0,7.42,7.7,46.1,3,4.0,,Medium,0,0,5,-0.28,-6.0,1
1920,18-20,Male,1,1,9.579572576787218,7.48,87.0,0,3.4,7.2,Low,0,0,3,-0.71,23.3,0
1921,21-23,Female,0,0,6.58,8.85,92.1,1,0.4,,Low,1,0,3,-2.27,-14.6,1
1922,18-20,Male,0,0,,6.96,,1,4.4,7.6,Medium,1,0,6,-1.06,-0.8,1
1923,21-23,Female,0,0,6.53,6.83,58.2,0,,9.5,Low,0,1,5,-0.3,16.7,0
1924,18-20,Female,1,0,7.71,6.39,97.5,2,2.1,0.0,Medium,1,0,4,1.32,-7.0,0
1925,21-23,Female,0,0,8.62,7.56,81.1,2,3.9,0.0,Medium,1,0,6,1.06,14.3,0
1926,18-20,Male,0,0,5.98,6.49,,0,,11.6,Low,1,0,7,-0.51,-7.1,1
1927,21-23,Female,1,1,,6.07,69.7,1,2.3,6.4,Medium,1,1,7,-1.27,-9.9,0
1928,18-20,Female,0,1,,6.46,95.1,2,0.3,,High,0,1,2,-0.19,12.9,0
1929,21-23,Female,1,0,7.7,6.25,79.2,0,0.5,8.4,Low,0,0,4,1.45,-3.1,0
1930,18-20,Female,1,0,8.87,6.19,,2,4.5,0.0,Low,0,0,6,2.68,-5.7,0
1931,21-23,F,0,0,8.11,7.29,0.0,1,3.1,,Medium,0,0,4,0.82,-10.4,0
1932,21-23,Male,1,1,8.09,7.01,84.9,1,0.7,4.9,High,0,0,3,1.08,14.8,0
1933,21-23,Female,0,0,5.95,7.75,60.2,1,3.2,6.7,Medium,0,0,1,-1.8,10.4,1
1934,21-23,Male,1,0,5.98,7.35,76.1,2,2.6,4.2,High,1,0,7,-1.37,-4.2,1
1935,21-23,Male,1,1,5.48,6.0,78.0,4,0.1,7.7,High,1,1,5,-0.52,6.0,1
1936,21-23,Female,0,1,6.13,5.08,75.5,2,2.3,8.1,Medium,1,0,7,1.05,-3.0,0
1937,18-20,Male,1,1,7.71,6.14,58.6,2,3.0,5.9,Low,0,1,1,1.57,-7.4,0
1938,21-23,Male,1,1,8.42,7.96,84.0,2,0.9,5.4,Low,0,0,1,0.46,5.4,0
1939,18-20,Male,0,0,7.15,7.94,76.1,0,4.3,,Medium,0,0,2,-0.79,-2.5,0
1940,18-20,F,0,1,6.54,8.18,,1,2.9,7.8,Medium,0,0,8,-1.64,-0.6,0
1941,18-20,Male,0,0,5.73,8.04,,4,5.9,0.0,Low,0,1,3,-2.31,8.8,1
1942,18-20,M,0,1,6.69,8.29,63.2,1,5.0,9.7,High,1,0,8,-1.6,0.5,1
1943,21-23,Female,1,0,7.0,7.61,64.4,0,5.7,8.3,Low,1,0,7,-0.61,-7.9,1
1944,21-23,Male,1,0,5.34,9.0,88.5,0,1.1,4.4,Low,1,1,3,-3.66,1.5,1
1945,21-23,Female,0,0,7.72,7.49,73.2,3,3.7,1.1,Low,0,0,5,0.23,-17.5,1
1946,21-23,Female,0,0,6.38,9.2,96.3,0,,6.9,Low,0,0,5,-2.82,0.4,0
1947,18-20,M,0,0,7.66,6.57,86.3,0,5.6,6.7,Low,1,0,5,1.09,1.6,0
1948,18-20,F,0,0,6.79,6.55,,1,5.2,6.8,High,0,0,6,0.24,-7.7,0
1949,18-20,Male,0,0,7.1,,54.3,1,5.9,10.1,Low,1,0,7,0.09,6.0,0
1950,18-20,Female,0,0,6.1,7.16,57.2,0,2.0,5.9,Low,0,0,7,-1.06,-5.1,0
1951,18-20,Female,0,0,6.46,6.88,,0,0.0,7.2,Low,1,1,4,-0.42,-0.6,0
1952,18-20,Female,1,0,7.44,7.74,69.4,1,0.7,,Low,0,0,7,-0.3,-2.4,0
1953,21-23,Male,1,0,6.67,7.1,84.7,0,3.3,,Medium,0,0,3,-0.43,9.7,0
1954,21-23,Male,1,1,5.7,6.59,86.8,1,0.1,,High,1,0,4,-0.89,-11.5,0
1955,24+,F,0,0,6.91,6.8,50.3,2,2.9,10.1,Medium,1,0,4,0.11,-1.0,0
1956,24+,Female,1,0,7.19,8.42,72.3,0,2.1,4.8,High,0,0,8,-1.23,-5.5,0
1957,21-23,Male,1,0,8.17,7.52,71.5,1,2.1,,High,0,0,1,0.65,14.2,0
1958,18-20,Male,1,1,7.95,5.52,69.1,2,3.0,,Low,1,1,8,2.43,-0.4,0
1959,21-23,Female,0,0,6.74,8.71,61.6,1,3.9,6.2,Low,0,0,3,-1.97,-9.3,1
1960,21-23,Male,0,0,6.25,7.63,71.2,1,4.9,1.3,Medium,1,1,7,-1.38,-3.8,1
1961,18-20,Female,0,1,6.57,7.84,,0,,4.4,Medium,1,0,1,-1.27,9.4,0
1962,18-20,Male,0,1,6.28,8.13,78.0,0,,,Medium,0,0,6,-1.85,3.5,0
1963,21-23,Female,1,1,7.31,8.18,65.8,1,1.7,7.9,Medium,1,0,6,-0.87,-6.2,0
1964,18-20,Male,1,0,,6.28,97.0,1,0.1,9.0,Low,1,0,3,1.56,-4.6,0
1965,21-23,F,0,1,8.04,,63.6,0,3.6,7.1,Low,1,0,6,1.91,8.7,0
1966,21-23,Male,0,0,6.39,9.6,94.2,0,2.7,5.5,Medium,0,0,1,-3.21,-12.4,0
1967,18-20,Female,1,1,6.29,,89.1,2,0.1,4.8,Low,0,1,1,-0.21,5.4,0
1968,18-20,Female,0,1,6.38,7.58,70.6,2,1.7,5.8,Low,1,1,6,-1.2,1.1,0
1969,18-20,Male,1,1,4.87,8.83,0.0,4,5.6,8.4,Medium,1,0,1,-3.96,-7.9,0
1970,18-20,Male,1,0,9.86390405543307,6.76,,2,2.4,7.6,Medium,0,0,6,-1.16,3.1,0
1971,18-20,M,0,1,6.77,6.84,,1,1.0,6.1,Medium,1,0,6,-0.07,-7.1,0
1972,21-23,Male,1,0,7.18,8.13,82.4,2,1.4,10.0,Low,0,0,8,-0.95,-13.0,0
1973,18-20,Female,0,0,7.29,7.41,89.5,2,2.8,5.0,Low,0,1,8,-0.12,-2.1,0
1974,21-23,F,1,0,6.02,7.7,94.9,0,,9.3,Medium,0,1,2,-1.68,-2.5,1
1975,18-20,Male,1,0,6.31,7.12,57.0,1,0.4,4.7,High,0,0,4,-0.81,12.4,1
1976,24+,Male,1,0,6.53,6.67,98.6,5,5.4,2.7,Low,1,1,6,-0.14,-8.9,1
1977,18-20,Male,0,0,6.42,6.87,98.1,0,1.9,6.2,High,0,1,5,-0.45,-15.2,1
1978,18-20,Female,0,0,7.49,8.39,100.0,3,5.1,0.6,High,0,1,5,-0.9,-11.8,1
1979,24+,Female,0,0,,6.9,78.8,0,0.2,5.1,Medium,1,0,6,-1.41,-0.2,0
1980,21-23,Male,0,1,9.86486430792111,7.63,47.6,1,5.6,8.4,High,1,1,8,-1.98,-7.9,1
1981,18-20,Female,1,1,6.5,6.23,54.2,0,6.1,8.4,Medium,1,0,6,0.27,-10.3,1
1982,21-23,Female,0,0,5.43,9.24,77.1,3,6.2,10.0,Low,1,1,6,-3.81,-2.4,1
1983,18-20,Male,1,1,4.9,7.52,80.8,2,2.5,3.9,Low,1,1,8,-2.62,-4.2,0
1984,18-20,F,0,0,5.31,7.54,74.4,1,2.5,,Medium,1,0,8,-2.23,6.6,1
1985,18-20,M,0,1,6.56,8.13,,3,1.0,,Low,0,1,7,-1.57,6.5,1
1986,18-20,Female,1,0,7.43,6.72,0.0,2,0.5,3.8,Medium,0,1,8,0.71,-3.8,0
1987,21-23,Male,0,1,,8.39,54.3,0,4.3,,Low,1,1,1,-0.94,-1.3,1
1988,18-20,Male,1,1,8.39,5.68,81.3,2,2.5,,Low,0,1,8,2.71,16.9,0
1989,18-20,M,0,0,6.9,6.59,75.9,2,3.5,4.6,Medium,0,1,5,0.31,21.0,0
1990,21-23,Male,1,0,7.04,,51.5,1,3.4,4.5,Medium,1,1,4,0.64,21.0,0
1991,21-23,Female,0,0,6.55,5.32,57.6,0,0.1,6.0,Low,1,0,3,1.23,1.3,0
1992,18-20,Male,1,0,6.6,6.67,68.1,1,0.1,,High,1,1,4,-0.07,-2.6,0
1993,21-23,Female,0,0,8.88,7.15,92.5,2,4.1,,High,1,0,7,1.73,-10.5,0
1994,18-20,Female,0,0,7.06,6.11,,2,3.4,6.7,Low,0,0,1,0.95,8.1,0
1995,21-23,F,1,0,7.15,5.97,55.1,2,2.3,7.4,Low,1,1,3,1.18,3.3,0
1996,21-23,Female,1,0,5.65,7.24,84.7,3,3.3,,Low,0,0,7,-1.59,-5.1,1
1997,24+,Male,0,1,7.21,7.12,98.7,2,5.4,7.5,Medium,1,0,2,0.09,2.9,0
1998,18-20,Female,0,1,7.46,6.93,,2,4.3,9.1,Low,0,1,2,0.53,-4.5,0
1999,18-20,Female,0,0,9.866182578168626,5.93,,3,3.0,2.5,Medium,1,0,1,1.98,-6.3,1
2000,18-20,Male,0,0,7.43,6.81,59.0,3,3.4,3.0,Medium,0,0,2,0.62,3.7,1
2001,18-20,Male,1,0,6.67,,47.7,1,5.4,8.1,Medium,0,0,2,0.14,12.5,1
2002,18-20,Female,0,0,9.916654235557413,7.29,54.8,2,1.7,8.4,High,1,1,7,-0.66,11.6,1
2003,24+,Female,0,0,6.73,6.64,50.1,2,3.0,5.0,Low,1,0,7,0.09,-17.0,0
2004,18-20,Male,1,1,6.91,7.16,72.2,1,2.5,7.8,High,1,0,8,-0.25,3.5,0
2005,18-20,Female,0,1,8.07,5.89,98.8,5,1.2,4.9,High,0,0,7,2.18,0.2,0
2006,21-23,Female,1,0,7.87,5.8,88.3,0,2.1,5.9,Medium,0,0,3,2.07,0.1,0
2007,18-20,Female,1,0,7.55,,78.1,2,0.5,5.9,Medium,0,0,5,-0.21,0.3,0
2008,21-23,Female,0,1,8.83,7.97,71.8,3,4.6,6.4,Low,1,0,5,0.86,-2.3,0
2009,18-20,Female,1,1,4.14,,,2,1.6,10.2,Medium,0,1,4,-2.67,-19.4,0
2010,18-20,Female,0,1,6.34,,65.7,2,2.9,13.4,Low,1,0,8,-0.89,4.7,0
2011,18-20,Female,0,0,6.79,6.75,,0,4.6,1.9,Medium,0,1,2,0.04,6.6,1
2012,18-20,Female,0,0,6.13,8.3,,1,5.3,4.3,Medium,1,1,1,-2.17,4.1,1
2013,24+,Female,0,0,5.87,7.0,74.0,1,2.6,3.9,Low,0,0,5,-1.13,-1.4,0
2014,18-20,Male,0,0,5.08,6.7,,2,2.3,,Medium,1,0,3,-1.62,-11.4,1
2015,21-23,Male,0,1,6.49,8.17,80.7,0,3.9,9.6,Medium,0,0,2,-1.68,1.3,0
2016,18-20,M,1,0,7.69,6.43,87.5,2,3.3,8.7,Medium,0,0,2,1.26,-1.9,0
2017,18-20,Female,1,1,7.57,7.36,50.1,1,0.2,4.8,Medium,1,1,8,0.21,18.7,0
2018,24+,Female,1,0,,6.15,86.9,1,5.8,,Medium,0,0,5,-0.1,-4.1,0
2019,18-20,Female,0,1,7.02,7.86,,0,3.0,0.0,Low,0,0,1,-0.84,12.3,1
2020,21-23,Male,0,0,8.16,8.02,81.2,3,4.1,8.2,Medium,1,0,5,0.14,-1.5,0
2021,24+,Male,0,0,5.28,5.91,85.8,2,3.2,7.2,Medium,1,1,3,-0.63,-10.9,0
2022,21-23,Female,0,0,6.64,5.76,98.9,0,3.5,4.6,Medium,0,0,7,0.88,-2.2,0
2023,24+,Male,0,0,9.654958277743669,,66.5,0,2.2,8.3,Medium,1,0,3,-0.4,0.1,0
2024,18-20,Male,1,1,6.81,9.14,,1,3.9,,Medium,0,0,6,-2.33,-3.5,0
2025,18-20,Female,0,0,7.65,8.08,67.0,4,3.9,0.5,Medium,0,1,5,-0.43,-2.3,1
2026,18-20,Female,0,1,5.3,6.99,68.4,2,4.2,9.8,High,0,0,2,-1.69,2.4,0
2027,21-23,Male,0,0,5.79,6.35,81.2,5,0.2,11.2,Low,1,0,3,-0.56,-0.5,1
2028,24+,Female,0,0,,5.98,59.1,0,0.1,1.9,Medium,1,0,6,1.5,5.9,1
2029,18-20,Male,0,1,,7.92,99.6,0,2.7,6.8,High,0,0,7,-2.82,6.0,0
2030,21-23,Male,0,1,7.61,8.12,63.1,1,1.7,10.5,Low,1,0,6,-0.51,-2.4,1
2031,18-20,Male,1,0,7.25,6.57,51.8,2,5.0,2.0,High,0,0,8,0.68,-10.0,1
2032,21-23,Female,0,1,7.54,6.95,62.7,2,0.7,0.0,Low,0,1,1,0.59,0.5,1
2033,18-20,Male,1,0,6.33,7.25,92.1,1,4.3,,Low,1,1,1,-0.92,5.0,0
2034,24+,Male,0,0,7.31,9.01,62.3,2,0.8,6.3,Low,1,0,3,-1.7,-5.0,1
2035,21-23,Female,0,1,5.63,7.27,78.6,1,0.5,9.9,Medium,1,1,2,-1.64,-3.9,0
2036,18-20,Female,1,0,6.39,6.22,96.4,1,2.5,12.8,Low,1,0,6,0.17,3.9,0
2037,18-20,Male,0,0,6.84,6.04,,2,,8.0,Medium,1,0,1,0.8,9.6,0
2038,18-20,Female,0,0,5.9,6.29,52.2,2,3.8,0.8,Medium,0,0,2,-0.39,20.6,1
2039,18-20,Female,1,0,7.02,8.46,50.3,1,4.5,,High,1,0,7,-1.44,3.6,1
2040,18-20,Male,0,0,5.66,7.71,69.2,1,3.1,5.6,Medium,0,1,1,-2.05,1.4,0
2041,24+,M,0,0,,6.85,50.7,1,2.3,8.9,Medium,0,1,3,0.22,-5.2,0
2042,21-23,Male,1,1,8.54,4.27,70.0,3,0.9,,Low,0,0,1,4.27,17.3,1
2043,21-23,Female,1,0,5.54,6.35,92.4,5,,8.8,Medium,0,1,2,-0.81,17.3,1
2044,18-20,F,0,0,6.78,7.54,,2,3.9,10.7,Low,0,1,6,-0.76,2.6,0
